,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,QIP Oy,23.09.2015,
1,Y-tunnus,2712310-7,,
2,Kotipaikka,Kemiönsaari,23.09.2015,
3,Yritysmuoto,Osakeyhtiö,23.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.09.2015,,
6,Viimeisin rekisteröintiajankohta,31.05.2022,31.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.09.2015,,
8,Yrityksen tila,Rekisterissä,23.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.05.2020,
11,Yhteystiedot,,19.05.2020,
12,Postiosoite,c/o Raimo Prykäri  Turuntie 165  25700  Kemiö  Suomi,,
13,Käyntiosoite,"c/o Turku Science Park,ElectroCity  Tykistökatu 4 B  20520  Turku  Suomi",,
14,Puhelin,050 444 0220,,
15,Sähköposti,raimo.prykari(a)qip.fi,,
16,Www,http://www.qip.fi,,
