,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Turun Kuntotutkimus Oy,31.08.2015,
1,Y-tunnus,2704633-2,,
2,Kotipaikka,Turku,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Viimeisin rekisteröintiajankohta,31.05.2022,31.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
8,Yrityksen tila,Rekisterissä,31.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2021,
11,Yhteystiedot,,28.11.2019,
12,Postiosoite,Kärsämäentie 35  20360  Turku  Suomi,,
13,Käyntiosoite,Kärsämäentie 35  20360  Turku  Suomi,,
14,Puhelin,0400 801 109,,
15,Sähköposti,info(a)turunkuntotutkimus.fi,,
16,Www,http://www.turunkuntotutkimus.fi,,
