,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Edunova Ab,20.12.2021,
1,Y-tunnus,2732069-6,,
2,Kotipaikka,Vaasa,23.12.2015,
3,Yritysmuoto,Osakeyhtiö,23.12.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,23.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.12.2015,,
8,Yrityksen tila,Rekisterissä,23.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.05.2020,
11,Yhteystiedot,,15.12.2015,
12,Postiosoite,c/o Svenska Osterbottens förbund  Kungsgårdsvägen 30 A  65380  Vasa  Suomi,,
13,Käyntiosoite,c/o Svenska Osterbottens förbund  Kungsgårdsvägen 30 A  65380  Vasa  Suomi,,
