,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Corima Finland Ltd,04.02.2015,
1,Y-tunnus,2670854-1,,
2,Kotipaikka,Helsinki,04.02.2015,
3,Yritysmuoto,Osakeyhtiö,04.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2021,03.03.2021,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2015,,
8,Yrityksen tila,Rekisterissä,04.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.04.2020,
11,Yhteystiedot,,30.07.2019,
12,Postiosoite,c/o Oy Corima Finland Ltd  Kutomotie 16  00380  Helsinki  Suomi,,
13,Käyntiosoite,c/o Oy Corima Finland Ltd  Kutomotie 16  00380  Helsinki  Suomi,,
14,Puhelin,+358 400 437 581,,
15,Www,http://www.corima.fi,,
