,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kasco Oy,17.12.2015,
1,Y-tunnus,2731002-5,,
2,Kotipaikka,Vantaa,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2023,11.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.11.2022,
11,Yhteystiedot,,01.02.2018,
12,Postiosoite,Nikuksentie 4 A 2  01260  Vantaa  Suomi,,
13,Käyntiosoite,Nikuksentie 4 A 2  01260  Vantaa  Suomi,,
