,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Innoprofit Oy,07.04.2015,
1,Y-tunnus,2683258-5,,
2,Kotipaikka,Vantaa,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.04.2021,
11,Yhteystiedot,,25.03.2015,
12,Postiosoite,Vaakatie 3 A  01640  Vantaa  Suomi,,
13,Käyntiosoite,Vaakatie 3 A  01640  Vantaa  Suomi,,
