,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Newton Physics Oy,16.03.2015,
1,Y-tunnus,2678201-2,,
2,Kotipaikka,Espoo,16.03.2015,
3,Yritysmuoto,Osakeyhtiö,16.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.03.2015,,
8,Yrityksen tila,Rekisterissä,16.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.05.2020,
11,Yhteystiedot,,12.07.2016,
12,Postiosoite,Orapihlajantie 8 B  02620  Espoo  Suomi,,
13,Käyntiosoite,c/o Newton  Nuijalantie 11-13  02630  Espoo  Suomi,,
14,Puhelin,0505999128,,
15,Sähköposti,info(a)newtonfinland.fi,,
16,Www,http://www.newtonfinland.fi,,
