,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kattokeskus Itä-Suomi Oy,17.11.2015,
1,Y-tunnus,2721930-1,,
2,Kotipaikka,Pirkkala,17.11.2015,
3,Yritysmuoto,Osakeyhtiö,17.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.08.2022,26.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.11.2015,,
8,Yrityksen tila,Rekisterissä,17.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.10.2019,
11,Yhteystiedot,,11.12.2015,
12,Postiosoite,c/o Hämeen Kattokeskus Oy  Koivistontie 1  33960  Pirkkala  Suomi,,
13,Käyntiosoite,Kylmämäentie 1  70800  Kuopio  Suomi,,
14,Puhelin,0102290190,,
15,Sähköposti,kattokeskus(a)kattokeskus.fi,,
16,Www,http://www.kattokeskus.fi,,
