,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Isännöintipalvelu Priima Oy,27.04.2015,
1,Y-tunnus,2684626-6,,
2,Kotipaikka,Siilinjärvi,27.04.2015,
3,Yritysmuoto,Osakeyhtiö,27.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.04.2015,,
6,Viimeisin rekisteröintiajankohta,03.06.2022,03.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.04.2015,,
8,Yrityksen tila,Rekisterissä,27.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.07.2017,
12,Käyntiosoite,c/o Isännöintipalvelu Priima Oy  Kuiluntie 3 B  71800  Siilinjärvi  Suomi,,
13,Puhelin,"+358 40 620 8820, 040 620 8820",,
14,Sähköposti,toimisto(a)isannointipriima.fi,,
15,Www,http://www.isannointipriima.fi,,
