,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Valtavia Oy,27.04.2022,
1,Y-tunnus,2708196-3,,
2,Kotipaikka,Tampere,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,19.08.2022,19.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,27.04.2022,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.04.2022,
11,Yhteystiedot,,30.08.2021,
12,Postiosoite,"c/o Monad Oy, Dynamo Business Park  Hatanpään valtatie 24  33100  Tampere  Suomi",,
13,Käyntiosoite,"c/o Monad Oy, Dynamo Business Park  Hatanpään valtatie 24  33100  Tampere  Suomi",,
14,Puhelin,"+358503240213, +358503240213",,
15,Sähköposti,contact(a)valtavia.com,,
16,Www,http://valtavia.com,,
