,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Korpikiinteistöt,12.02.2016,
1,Y-tunnus,2734116-3,,
2,Kotipaikka,Muurame,12.02.2016,
3,Yritysmuoto,Osakeyhtiö,12.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2016,,
6,Viimeisin rekisteröintiajankohta,30.05.2023,30.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2016,,
8,Yrityksen tila,Rekisterissä,12.02.2016,
9,Yrityksen tilanne,Selvitystilassa,11.08.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,31.12.2015,
13,Postiosoite,Korvenkyläntie 40  40950  Muurame  Suomi,,
14,Käyntiosoite,Korvenkyläntie 40  40950  Muurame  Suomi,,
15,Puhelin,0456050747,,
