,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lexir Oy,09.02.2015,
1,Y-tunnus,2668089-2,,
2,Kotipaikka,Espoo,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2022,26.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,09.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.12.2019,
11,Yhteystiedot,,20.01.2015,
12,Postiosoite,PL 49  02650  Espoo  Suomi,,
