,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sensiqo Oy,20.01.2016,
1,Y-tunnus,2735216-1,,
2,Kotipaikka,Helsinki,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,03.06.2023,03.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.02.2022,
11,Yhteystiedot,,08.01.2016,
12,Postiosoite,Helmiäispolku 5 B 38  00530  Helsinki  Suomi,,
13,Käyntiosoite,Helmiäispolku 5 B 38  00530  Helsinki  Suomi,,
14,Puhelin,0442010748,,
15,Sähköposti,contact(a)sensiqo.com,,
