,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karkaus Oy,10.06.2015,
1,Y-tunnus,2691898-7,,
2,Kotipaikka,Kauhava,10.06.2015,
3,Yritysmuoto,Osakeyhtiö,10.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.06.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.06.2015,,
8,Yrityksen tila,Rekisterissä,10.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.11.2019,
11,Yhteystiedot,,20.05.2015,
12,Postiosoite,Airaskuja 5  62300  Härmä  Suomi,,
13,Puhelin,0500-660812,,
