,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Treamer Oy,16.07.2015,
1,Y-tunnus,2699312-7,,
2,Kotipaikka,Helsinki,28.08.2018,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Viimeisin rekisteröintiajankohta,03.08.2022,03.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
8,Yrityksen tila,Rekisterissä,16.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,29.03.2022,
12,Postiosoite,Kampinkuja 2  00100  Helsinki  Suomi,,
13,Käyntiosoite,Kampinkuja 2  00100  Helsinki  Suomi,,
14,Sähköposti,info(a)treamer.com,,
15,Www,http://www.treamer.com,,
