,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tiputalo Oy,16.11.2015,
1,Y-tunnus,2723676-9,,
2,Kotipaikka,Pöytyä,16.11.2015,
3,Yritysmuoto,Osakeyhtiö,16.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.11.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.11.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.08.2019,
11,Yhteystiedot,,09.11.2015,
12,Postiosoite,Suutarlantie 419  21800  Kyrö  Suomi,,
13,Puhelin,044 556 33 88,,
14,Sähköposti,kustaa(a)siikarla.fi,,
