,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Voer voor psychologen oy,13.11.2015,
1,Y-tunnus,2723252-2,,
2,Kotipaikka,Helsinki,13.11.2015,
3,Yritysmuoto,Osakeyhtiö,13.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.11.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.11.2015,,
8,Yrityksen tila,Rekisterissä,13.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,01.04.2018,
12,Postiosoite,c/o KKT-keskus Arvo  Hämeentie 3  00530  Helsinki  Suomi,,
13,Käyntiosoite,c/o KKT-keskus Arvo  Hämeentie 3  00530  Helsinki  Suomi,,
