,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aikaveijarit Oy,02.02.2015,
1,Y-tunnus,2667916-2,,
2,Kotipaikka,Turku,02.02.2015,
3,Yritysmuoto,Osakeyhtiö,02.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2015,,
6,Viimeisin rekisteröintiajankohta,08.12.2022,08.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.02.2015,,
8,Yrityksen tila,Rekisterissä,02.02.2015,
9,Yrityksen tilanne,Selvitystilassa,08.12.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
12,Yhteystiedot,,12.02.2021,
13,Postiosoite,c/o Kuulalaakeri Oy  Käsityöläiskatu 5 B 21  20100  Turku  Suomi,,
