,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Auto MAN Oy,24.03.2015,
1,Y-tunnus,2678110-8,,
2,Kotipaikka,Vantaa,24.03.2015,
3,Yritysmuoto,Osakeyhtiö,24.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.03.2015,,
6,Viimeisin rekisteröintiajankohta,28.09.2022,28.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.03.2015,,
8,Yrityksen tila,Rekisterissä,24.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,12.08.2021,
12,Postiosoite,c/o Auto Man Oy @003726781108@  PL 1000  00781  Helsinki  Suomi,,
13,Käyntiosoite,Virkatie 7  01510  Vantaa  Suomi,,
14,Puhelin,"0503636830, 0503636830",,
15,Sähköposti,vantaa(a)automan.fi,,
16,Www,http://www.automan.fi,,
