,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1453 Hafizi ja Hafizi Oy,24.02.2016,
1,Y-tunnus,2736710-1,,
2,Kotipaikka,Vantaa,24.02.2016,
3,Yritysmuoto,Osakeyhtiö,24.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.02.2016,,
6,Viimeisin rekisteröintiajankohta,20.06.2023,20.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.02.2016,,
8,Yrityksen tila,Rekisterissä,24.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.03.2023,
11,Yhteystiedot,,20.01.2016,
12,Postiosoite,Lammastie 3 D 53  01710  Vantaa  Suomi,,
13,Käyntiosoite,Lammaslammentie 9  01710  Vantaa  Suomi,,
