,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,A Weckman Oy,07.01.2016,
1,Y-tunnus,2728755-8,,
2,Kotipaikka,Heinola,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
8,Yrityksen tila,Rekisterissä,07.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,09.06.2016,
12,Postiosoite,Paininpuuntie 23  18100  Heinola  Suomi,,
13,Käyntiosoite,Paininpuuntie 23  18100  Heinola  Suomi,,
14,Puhelin,"03 874220, 0445565948",,
15,Sähköposti,myynti(a)aweckman.fi,,
16,Www,http://www.aweckman.fi,,
