,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,King Kebab Finland Oy,03.12.2015,
1,Y-tunnus,2726846-1,,
2,Kotipaikka,Helsinki,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.05.2021,
11,Yhteystiedot,,08.01.2019,
12,Postiosoite,Vaasankatu 19  00510  Helsinki  Suomi,,
13,Käyntiosoite,Vaasankatu 19  00510  Helsinki  Suomi,,
14,Puhelin,09 321 8878,,
15,Sähköposti,info(a)kingkebab.fi,,
16,Www,http://www.kingkebab.fi/,,
