,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Levola Invest Oy,06.11.2015,
1,Y-tunnus,2716332-8,,
2,Kotipaikka,Kangasala,06.11.2015,
3,Yritysmuoto,Osakeyhtiö,06.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.11.2015,,
6,Viimeisin rekisteröintiajankohta,12.05.2022,12.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.11.2015,,
8,Yrityksen tila,Rekisterissä,06.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.10.2015,
12,Postiosoite,Santasaarentie 4  36280  Pikonlinna  Suomi,,
13,Käyntiosoite,Santasaarentie 4  36280  Pikonlinna  Suomi,,
14,Puhelin,0405051348,,
