,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravintola Onnenlintu Oy,01.02.2016,
1,Y-tunnus,2734461-2,,
2,Kotipaikka,Inari,01.02.2016,
3,Yritysmuoto,Osakeyhtiö,01.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2016,,
6,Viimeisin rekisteröintiajankohta,30.09.2022,30.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2016,,
8,Yrityksen tila,Rekisterissä,01.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.04.2022,
12,Postiosoite,c/o Kauppakeskus Siula  Kelotie 2  99830  Saariselkä  Suomi,,
13,Puhelin,0443636972,,
