,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Haka Talopalvelu Oy,11.12.2015,
1,Y-tunnus,2728106-8,,
2,Kotipaikka,Liperi,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.11.2020,24.11.2020,
7,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
8,Yrityksen tila,Rekisterissä,11.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Kavioura 1  80400  Ylämylly  Suomi,,
13,Käyntiosoite,Kavioura 1  80400  Ylämylly  Suomi,,
14,Puhelin,040 7346760,,
15,Sähköposti,posti(a)hakatalopalvelu.fi,,
16,Www,http://www.hakatalopalvelu.fi,,
