,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Onel Oy,25.06.2015,
1,Y-tunnus,2680355-7,,
2,Kotipaikka,Helsinki,16.03.2015,
3,Yritysmuoto,Osakeyhtiö,16.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.03.2015,,
6,Viimeisin rekisteröintiajankohta,06.07.2022,06.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.03.2015,,
8,Yrityksen tila,Rekisterissä,16.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.03.2022,
11,Yhteystiedot,,01.02.2022,
12,Postiosoite,Lipputie 8 B  01700  Vantaa  Suomi,,
13,Käyntiosoite,Lipputie 8 B  01700  Vantaa  Suomi,,
