,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Ides Ab,07.10.2015,
1,Y-tunnus,2709747-1,,
2,Kotipaikka,Helsinki,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2021,01.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
8,Yrityksen tila,Rekisterissä,07.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.12.2016,
12,Postiosoite,Bertel Jungs platsen 1-7 D  02600  Esbo  Suomi,,
13,Käyntiosoite,Bertel Jungs platsen 1-7 D  02600  Esbo  Suomi,,
