,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Katalyst Enterprise Oy,18.01.2016,
1,Y-tunnus,2735192-7,,
2,Kotipaikka,Jyväskylä,18.01.2016,
3,Yritysmuoto,Osakeyhtiö,18.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.09.2022,10.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.01.2016,,
8,Yrityksen tila,Rekisterissä,18.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,24.08.2021,
12,Postiosoite,Sturenkatu 31 B 24  00550  Helsinki  Suomi,,
13,Käyntiosoite,Sturenkatu 31 B 24  00550  Helsinki  Suomi,,
14,Sähköposti,katalystfinland(a)gmail.com,,
15,Www,http://www.katalyst.fi,,
