,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arom Bar&Cafe Ab Oy,08.06.2015,
1,Y-tunnus,2690783-1,,
2,Kotipaikka,Närpiö,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,24.12.2020,24.12.2020,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,10.07.2019,
12,Postiosoite,Närpesvägen 11  64200  Närpes  Suomi,,
13,Käyntiosoite,Närpesvägen 11  64200  Närpes  Suomi,,
14,Puhelin,040-6841830,,
