,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Conniaco (Finland) Oy,30.03.2015,
1,Y-tunnus,2682937-8,,
2,Kotipaikka,Helsinki,05.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.10.2021,25.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,22.04.2022,
12,Postiosoite,c/o TMF Finland Oy  Erottajankatu 15-17  00130  Helsinki  Suomi,,
13,Käyntiosoite,c/o TMF Finland Oy (4krs.)  Erottajankatu 9 B 3  00130  Helsinki  Suomi,,
