,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zaruso Oy,14.01.2015,
1,Y-tunnus,2663724-5,,
2,Kotipaikka,Pirkkala,14.01.2015,
3,Yritysmuoto,Osakeyhtiö,14.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.01.2015,,
6,Viimeisin rekisteröintiajankohta,10.09.2022,10.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.01.2015,,
8,Yrityksen tila,Rekisterissä,14.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.12.2019,
11,Yhteystiedot,,15.02.2022,
12,Postiosoite,Palatsinraitti 1 E 89  33210  Tampere  Suomi,,
13,Käyntiosoite,Palatsinraitti 1 E 89  33210  Tampere  Suomi,,
14,Puhelin,0405434722,,
15,Sähköposti,mjaatinen.zaruso(a)gmail.com,,
