,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VaaCap Oy,08.10.2021,
1,Y-tunnus,2669756-3,,
2,Kotipaikka,Kempele,17.02.2015,
3,Yritysmuoto,Osakeyhtiö,17.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2015,,
6,Viimeisin rekisteröintiajankohta,09.07.2022,09.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2015,,
8,Yrityksen tila,Rekisterissä,17.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.06.2020,
11,Yhteystiedot,,02.07.2019,
12,Postiosoite,Paiturintie 8 B 1  90440  Kempele  Suomi,,
13,Puhelin,0404175000,,
14,Sähköposti,myynti(a)megan.fi,,
15,Www,http://www.megan.fi,,
