,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Naviplan Oy,29.01.2015,
1,Y-tunnus,2667676-2,,
2,Kotipaikka,Turku,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,23.08.2022,23.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,14.03.2017,
12,Postiosoite,Jungsundintie 712  65730  Jungsund  Suomi,,
13,Käyntiosoite,Jungsundintie 712  65730  Jungsund  Suomi,,
14,Www,http://www.naviplan.fi,,
