,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AT Installation Oy,15.07.2021,
1,Y-tunnus,2676040-3,,
2,Kotipaikka,Tampere,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2023,16.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.04.2020,
11,Yhteystiedot,,16.08.2021,
12,Postiosoite,Puhurikuja 2  03400  Vihti  Suomi,,
13,Käyntiosoite,Puhurikuja 2  03400  Vihti  Suomi,,
14,Puhelin,0407186464,,
15,Sähköposti,tuomo(a)audiokauppa.fi,,
16,Www,http://www.audiokauppa.fi,,
