,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arctic 8 Seasons - Travel Oy,09.02.2015,
1,Y-tunnus,2671702-6,,
2,Kotipaikka,Kemijärvi,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,29.05.2020,29.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,09.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.09.2019,
12,Postiosoite,Suostokuja 8  96900  Saarenkylä  Suomi,,
13,Käyntiosoite,Suostokuja 8  96900  Saarenkylä  Suomi,,
14,Puhelin,+358 40 503 3681,,
