,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Biim Ultrasound Oy,13.03.2017,
1,Y-tunnus,2664426-9,,
2,Kotipaikka,Oulu,22.01.2015,
3,Yritysmuoto,Osakeyhtiö,22.01.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,22.01.2015,,
6,Viimeisin rekisteröintiajankohta,21.07.2022,21.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2015,,
8,Yrityksen tila,Rekisterissä,22.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.07.2020,
11,Yhteystiedot,,02.06.2022,
12,Postiosoite,Torikatu 21  90100  Uleåborg  Suomi,,
13,Käyntiosoite,Torikatu 21  90100  Uleåborg  Suomi,,
