,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Spirit Kitchen Oy,25.08.2015,
1,Y-tunnus,2703892-2,,
2,Kotipaikka,Pori,25.08.2015,
3,Yritysmuoto,Osakeyhtiö,25.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.08.2015,,
6,Viimeisin rekisteröintiajankohta,30.11.2017,30.11.2017,
7,Yrityksen tiedot järjestelmässä alkaen,25.08.2015,,
8,Yrityksen tila,Rekisterissä,25.08.2015,
9,Yrityksen tilanne,Konkurssissa,30.11.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,10.08.2015,
13,Postiosoite,Pensastaskuntie 14  28220  Pori  Suomi,,
14,Käyntiosoite,Yrjönkatu 12  28100  Pori  Suomi,,
15,Puhelin,0449884487,,
