,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Granlund Turku Oy,22.05.2015,
1,Y-tunnus,2687094-4,,
2,Kotipaikka,Turku,22.05.2015,
3,Yritysmuoto,Osakeyhtiö,22.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.06.2022,02.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.05.2015,,
8,Yrityksen tila,Rekisterissä,22.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,19.04.2021,
12,Postiosoite,Laasmäenkatu 6  20780  Kaarina  Suomi,,
13,Käyntiosoite,Laasmäenkatu 6  20780  Kaarina  Suomi,,
14,Puhelin,010 7592 000,,
15,Sähköposti,etunimi.sukunimi(a)granlund.fi,,
16,Www,http://www.granlund.fi,,
