,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Steelson Oy,11.01.2016,
1,Y-tunnus,2733036-8,,
2,Kotipaikka,Helsinki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.11.2022,26.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
8,Yrityksen tila,Rekisterissä,11.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2020,
11,Yhteystiedot,,10.05.2016,
12,Postiosoite,Lampputie 1  00740  Helsinki  Suomi,,
13,Käyntiosoite,Lampputie 1  00740  Helsinki  Suomi,,
14,Puhelin,0503070899,,
15,Www,http://www.steelson.fi,,
