,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tamline Oy,26.01.2015,
1,Y-tunnus,2665881-2,,
2,Kotipaikka,Pirkkala,20.10.2017,
3,Yritysmuoto,Osakeyhtiö,26.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2015,,
6,Viimeisin rekisteröintiajankohta,26.08.2022,26.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2015,,
8,Yrityksen tila,Rekisterissä,26.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.02.2020,
11,Yhteystiedot,,03.04.2018,
12,Postiosoite,Jasperintie 270 A 7  33960  Pirkkala  Suomi,,
13,Käyntiosoite,Jasperintie 270 A 7  33960  Pirkkala  Suomi,,
14,Www,http://www.tamline.fi,,
