,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KRAG Oy,18.08.2015,
1,Y-tunnus,2700953-1,,
2,Kotipaikka,Helsinki,18.08.2015,
3,Yritysmuoto,Osakeyhtiö,18.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.08.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2023,03.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.08.2015,,
8,Yrityksen tila,Rekisterissä,18.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2023,
11,Yhteystiedot,,05.06.2017,
12,Postiosoite,Karapellontie 4 C  02610  Espoo  Suomi,,
13,Käyntiosoite,Karapellontie 4 C  02610  Espoo  Suomi,,
14,Puhelin,040 4870 570,,
15,Sähköposti,info(a)krag.fi,,
