,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mypeople Oy,25.05.2015,
1,Y-tunnus,2691751-1,,
2,Kotipaikka,Helsinki,25.05.2015,
3,Yritysmuoto,Osakeyhtiö,25.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.05.2015,,
6,Viimeisin rekisteröintiajankohta,01.02.2023,01.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.05.2015,,
8,Yrityksen tila,Rekisterissä,25.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.10.2016,
12,Postiosoite,Lapinlahdenkatu 7 A 16  00180  Helsinki  Suomi,,
13,Käyntiosoite,Lapinlahdenkatu 7 A 16  00180  Helsinki  Suomi,,
14,Puhelin,"+358 40 8085819, +358 40 8085819",,
15,Sähköposti,teemu.takala(a)ottoboni.fi,,
