,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Toiminnantarkastus Mikkola Oy,27.01.2016,
1,Y-tunnus,2735319-9,,
2,Kotipaikka,Kouvola,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,14.01.2016,
12,Postiosoite,Kämmekäntie 7  45120  Kouvola  Suomi,,
13,Käyntiosoite,Kämmekäntie 7  45120  Kouvola  Suomi,,
