,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kyrktak Finland AB,05.06.2015,
1,Y-tunnus,2688855-4,,
2,Kotipaikka,Multia,05.06.2015,
3,Yritysmuoto,Osakeyhtiö,05.06.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,05.06.2015,,
6,Viimeisin rekisteröintiajankohta,13.09.2022,13.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.06.2015,,
8,Yrityksen tila,Rekisterissä,05.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.12.2020,
11,Yhteystiedot,,27.10.2020,
12,Postiosoite,Kyrktak Bygg och Konslult Ab Torsgatan 13 A 60363 Norrköping  Ruotsi,,
13,Puhelin,0046705384352,,
14,Www,http://www.kyrktak.se,,
