,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AS-Defence Consulting Oy,20.01.2016,
1,Y-tunnus,2733044-8,,
2,Kotipaikka,Jyväskylä,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,01.10.2018,
12,Postiosoite,Haukkaranta 3b  40740  Jyväskylä  Suomi,,
13,Käyntiosoite,Haukkaranta 3b  40740  Jyväskylä  Suomi,,
