,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Amfion Marine Charters Oy,02.10.2015,
1,Y-tunnus,2713816-5,,
2,Kotipaikka,Järvenpää,15.08.2018,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,20.08.2022,20.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.04.2020,
11,Yhteystiedot,,01.09.2021,
12,Postiosoite,Porosalmentie 313  58900  Rantasalmi  Suomi,,
13,Käyntiosoite,Porosalmentie 313  58900  Rantasalmi  Suomi,,
