,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kymiversum Oy,08.01.2016,
1,Y-tunnus,2732837-2,,
2,Kotipaikka,Kotka,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.07.2022,26.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,04.10.2021,
12,Postiosoite,c/o Loopy Oy  Reinolankatu 2  48600  Kotka  Suomi,,
13,Käyntiosoite,c/o Loopy  Reinolankatu 2  48600  Kotka  Suomi,,
14,Puhelin,0505282221,,
15,Sähköposti,info(a)taitaentehty.fi,,
16,Www,http://www.taitaentehty.fi,,
