,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Steelpower Engineering Oy,16.12.2015,
1,Y-tunnus,2728397-9,,
2,Kotipaikka,Kouvola,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.08.2022,
11,Yhteystiedot,,15.05.2023,
12,Postiosoite,Hallitie 5  46860  Keltakangas  Suomi,,
13,Käyntiosoite,Hallitie 5  46860  Keltakangas  Suomi,,
14,Puhelin,0500 877345,,
