,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rovaniemen Soodapuhallus Oy,20.12.2018,
1,Y-tunnus,2736864-9,,
2,Kotipaikka,Rovaniemi,08.02.2016,
3,Yritysmuoto,Osakeyhtiö,08.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.02.2016,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.02.2016,,
8,Yrityksen tila,Rekisterissä,08.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2023,
11,Yhteystiedot,,13.03.2023,
12,Postiosoite,Keskusväylä 10  96910  Rovaniemi  Suomi,,
13,Käyntiosoite,Keskusväylä 10  96910  Rovaniemi  Suomi,,
14,Puhelin,"0449407230, 040-719 8757",,
15,Sähköposti,rovaniemensooda(a)gmail.com,,
16,Www,http://www.rovaniemensoodapuhallus.fi,,
