,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Valkeakosken urheilu ja viihde Oy,05.10.2015,
1,Y-tunnus,2714296-5,,
2,Kotipaikka,Valkeakoski,05.10.2015,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,24.01.2023,24.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.01.2022,
11,Yhteystiedot,,30.09.2015,
12,Postiosoite,c/o Koskiviihde  Valtakatu 9-11 L 27  37600  Valkeakoski  Suomi,,
