,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kotikingi Oy,13.02.2015,
1,Y-tunnus,2674069-9,,
2,Kotipaikka,Järvenpää,13.02.2015,
3,Yritysmuoto,Osakeyhtiö,13.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.02.2015,,
6,Viimeisin rekisteröintiajankohta,07.10.2022,07.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.02.2015,,
8,Yrityksen tila,Rekisterissä,13.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.02.2015,
12,Postiosoite,Liljakatu 33  04420  Järvenpää  Suomi,,
13,Käyntiosoite,Liljakatu 33  04420  Järvenpää  Suomi,,
14,Puhelin,0458857460,,
