,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JOM Vene Oy,17.09.2015,
1,Y-tunnus,2711563-3,,
2,Kotipaikka,Oulu,17.09.2015,
3,Yritysmuoto,Osakeyhtiö,17.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.01.2023,12.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.09.2015,,
8,Yrityksen tila,Rekisterissä,17.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2021,
11,Yhteystiedot,,19.07.2022,
12,Postiosoite,Keskikatu 13 A 14  95400  Tornio  Suomi,,
13,Käyntiosoite,Repolantie 31 A 1  90850  Martinniemi  Suomi,,
14,Puhelin,"0400584053, 0400584053",,
15,Sähköposti,janne.ollila(a)jomvene.fi,,
