,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Miglio Oy,09.09.2015,
1,Y-tunnus,2709242-7,,
2,Kotipaikka,Helsinki,09.09.2015,
3,Yritysmuoto,Osakeyhtiö,09.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.05.2022,12.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.09.2015,,
8,Yrityksen tila,Rekisterissä,09.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.03.2023,
12,Postiosoite,Juutinraumankatu 9 B 40  00220  Helsinki  Suomi,,
13,Käyntiosoite,Juutinraumankatu 9 B 40  00220  Helsinki  Suomi,,
14,Puhelin,0400411932,,
15,Sähköposti,minna.saarteinen(a)miglio.fi,,
16,Www,http://www.miglio.fi,,
