,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arctic Expedition Huskies Oy,22.06.2015,
1,Y-tunnus,2692386-6,,
2,Kotipaikka,Espoo,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.05.2015,
12,Postiosoite,Burmanintie 3  02820  Espoo  Suomi,,
13,Käyntiosoite,Burmanintie 3  02820  Espoo  Suomi,,
14,Puhelin,"+358 40 511 6052, +358 40 511 6052",,
15,Sähköposti,tapio.mansikkaniemi(a)arcticexpedition.fi,,
16,Www,http://arcticexpedition.fi,,
