,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Material Nexus Finland Oy,12.11.2015,
1,Y-tunnus,2721678-4,,
2,Kotipaikka,Jyväskylä,12.11.2015,
3,Yritysmuoto,Osakeyhtiö,12.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.11.2015,,
8,Yrityksen tila,Rekisterissä,12.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.03.2022,
11,Yhteystiedot,,01.04.2019,
12,Postiosoite,Kalkkiradantie 3  08700  Lohja  Suomi,,
13,Käyntiosoite,Kalkkiradantie 3  08700  Lohja  Suomi,,
14,Puhelin,0407201905,,
15,Sähköposti,info(a)materiaalikeskus.fi,,
16,Www,http://www.suomenmateriaalikeskus.fi,,
