,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Plus Katsastus Porvoo Oy,11.12.2015,
1,Y-tunnus,2728304-7,,
2,Kotipaikka,Porvoo,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.07.2022,09.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
8,Yrityksen tila,Rekisterissä,11.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.05.2022,
11,Yhteystiedot,,18.04.2016,
12,Postiosoite,Loviisantie 10  06150  Porvoo  Suomi,,
13,Puhelin,044 4232 760,,
14,Sähköposti,porvoo(a)plus.fi,,
15,Www,http://www.plus.fi,,
