,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gylling Advisory Oy,24.11.2015,
1,Y-tunnus,2725185-4,,
2,Kotipaikka,Helsinki,24.11.2015,
3,Yritysmuoto,Osakeyhtiö,24.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
8,Yrityksen tila,Rekisterissä,24.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2020,
11,Yhteystiedot,,22.04.2023,
12,Postiosoite,c/o Gallant Oy  Hämeenkatu 26 A  33200  Tampere  Suomi,,
