,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Unelmatekniikka Oy,10.02.2015,
1,Y-tunnus,2668677-6,,
2,Kotipaikka,Mustasaari,10.02.2015,
3,Yritysmuoto,Osakeyhtiö,10.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2015,,
6,Viimeisin rekisteröintiajankohta,29.11.2022,29.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.02.2015,,
8,Yrityksen tila,Rekisterissä,10.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.08.2022,
11,Yhteystiedot,,25.08.2022,
12,Käyntiosoite,c/o Unelmatekniikka oy  Kylväjänkatu 18  65370  Vaasa  Suomi,,
