,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tasarakennus Oy,01.11.2015,
1,Y-tunnus,2691974-4,,
2,Kotipaikka,Turku,01.11.2015,
3,Yritysmuoto,Osakeyhtiö,01.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.11.2015,,
6,Viimeisin rekisteröintiajankohta,27.08.2022,27.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.11.2015,,
8,Yrityksen tila,Rekisterissä,01.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,27.04.2022,
12,Postiosoite,Verstaskatu 9  20360  Turku  Suomi,,
13,Käyntiosoite,Verstaskatu 9  20360  Turku  Suomi,,
14,Puhelin,+358405420384,,
15,Sähköposti,antti.uusilehto(a)tasarakennus.fi,,
16,Www,http://www.tasarakennus.fi,,
