,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rauman Top Security Service Oy,19.02.2015,
1,Y-tunnus,2671420-4,,
2,Kotipaikka,Rauma,19.02.2015,
3,Yritysmuoto,Osakeyhtiö,19.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.02.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2023,16.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.02.2015,,
8,Yrityksen tila,Rekisterissä,19.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,12.05.2021,
12,Postiosoite,Savilankatu 2  26100  Rauma  Suomi,,
13,Käyntiosoite,c/o Kapakka²  Savilankatu 2  26100  Rauma  Suomi,,
14,Puhelin,0466874092,,
15,Sähköposti,info(a)topsec.fi,,
16,Www,http://www.topsec.fi,,
