,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Turun Mestarikiinteistöt Oy,03.11.2015,
1,Y-tunnus,2720830-3,,
2,Kotipaikka,Turku,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Viimeisin rekisteröintiajankohta,06.12.2022,06.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
8,Yrityksen tila,Rekisterissä,03.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.09.2020,
11,Yhteystiedot,,21.11.2022,
12,Postiosoite,Laudankantajantie 22  20320  Turku  Suomi,,
13,Puhelin,040-5502525,,
14,Sähköposti,saija.koivisto(a)mkiinteistot.fi,,
