,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lasi-inssi Oy,27.11.2015,
1,Y-tunnus,2727096-7,,
2,Kotipaikka,Paimio,27.11.2015,
3,Yritysmuoto,Osakeyhtiö,27.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.11.2015,,
6,Viimeisin rekisteröintiajankohta,03.04.2023,03.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.11.2015,,
8,Yrityksen tila,Rekisterissä,27.11.2015,
9,Yrityksen tilanne,Konkurssissa,03.04.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,24.08.2019,
12,Yhteystiedot,,27.11.2015,
13,Postiosoite,Oravanmarja 17  21530  Paimio  Suomi,,
14,Käyntiosoite,Lauttarannankuja 35  21510  Hevonpää  Suomi,,
