,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NorDeli Oy,01.12.2015,
1,Y-tunnus,2726589-3,,
2,Kotipaikka,Inari,01.12.2015,
3,Yritysmuoto,Osakeyhtiö,01.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.12.2015,,
6,Viimeisin rekisteröintiajankohta,16.06.2022,16.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.12.2015,,
8,Yrityksen tila,Rekisterissä,01.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.08.2020,
11,Yhteystiedot,,24.11.2015,
12,Postiosoite,c/o Accountor Rovaniemi Oy  Maakuntakatu 10  96100  Rovaniemi  Suomi,,
13,Käyntiosoite,Sevettijärventie 12206  99940  Näätämö  Suomi,,
14,Puhelin,"016672521, 0400396304",,
15,Faksi,016672527,,
