,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jylisevä Oy,03.06.2015,
1,Y-tunnus,2691339-3,,
2,Kotipaikka,Lahti,03.06.2015,
3,Yritysmuoto,Osakeyhtiö,03.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.06.2015,,
8,Yrityksen tila,Rekisterissä,03.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.06.2020,
11,Yhteystiedot,,28.07.2022,
12,Postiosoite,Suomenkatu 5  15210  Lahti  Suomi,,
13,Käyntiosoite,Jylisevänkatu 1  15700  Lahti  Suomi,,
